t,P_a
1289.0,101.473881756
1290.0,101.43510579
1291.0,101.119741784
1292.0,101.305298267
1293.0,100.982809349
1294.0,100.785054249
1295.0,101.1064148
1296.0,101.178937478
1297.0,100.954020292
1298.0,101.122104437
1299.0,100.942563835
1300.0,101.479667554
1301.0,101.056830764
1302.0,100.97344143
1303.0,101.239829655
1304.0,101.13879021
1305.0,100.874287735
1306.0,100.857273596
1307.0,100.940933463
1308.0,101.226777668
1309.0,101.62623245
1310.0,101.564447916
1311.0,101.375067602
1312.0,101.788656595
1313.0,101.116319212
1314.0,101.657963947
1315.0,101.668447022
1316.0,101.749416717
1317.0,101.380337467
1318.0,101.313335677
1319.0,101.59869883
1320.0,102.08138263
1321.0,101.910366551
1322.0,102.080544978
1323.0,101.899513564
1324.0,101.819976358
1325.0,101.56002169
1326.0,101.712768416
1327.0,101.950685789
1328.0,101.477603892
1329.0,101.672882392
1330.0,100.89613673
1331.0,101.128197092
1332.0,100.588022245
1333.0,100.827563446
1334.0,100.563253173
1335.0,100.178888271
1336.0,100.871894607
1337.0,100.339494163
1338.0,100.208319979
1339.0,100.083193618
1340.0,100.091388974
1341.0,100.152459505
1342.0,100.148373835
1343.0,100.301581333
1344.0,100.117275337
1345.0,100.291894866
1346.0,100.667641047
1347.0,100.421060458
1348.0,100.338980233
1349.0,100.846628482
1350.0,100.647432459
1351.0,100.96408073
1352.0,100.680938751
1353.0,100.994953592
1354.0,101.132996861
1355.0,101.166980912
1356.0,101.420170519
1357.0,101.176046807
1358.0,101.26339779
1359.0,101.137027396
1360.0,101.149761752
1361.0,101.123701829
1362.0,100.80424992
1363.0,101.038574595
1364.0,100.988174136
1365.0,100.750810656
1366.0,100.788669688
1367.0,100.702265602
1368.0,100.984794306
1369.0,101.1735119
1370.0,100.69133176
1371.0,101.005486843
1372.0,101.039625914
1373.0,101.118293274
1374.0,100.80385787
1375.0,100.796582588
1376.0,100.78109523
1377.0,100.630236261
1378.0,100.735885563
1379.0,100.535702117
1380.0,100.303314291
1381.0,100.370274807
1382.0,99.8782137642
1383.0,99.7071556463
1384.0,99.6191207912
1385.0,99.6956700438
1386.0,99.7295527363
1387.0,99.8303123636
1388.0,99.7274674518
1389.0,99.4626475305
1390.0,99.1228013518
1391.0,99.4167836577
1392.0,99.7247949208
1393.0,99.3443286544
1394.0,100.186756311
1395.0,99.7646888855
1396.0,99.8264110875
1397.0,99.9757444582
1398.0,99.7697855073
1399.0,100.042416841
1400.0,99.8652990001
1401.0,99.8831550078
1402.0,99.7924080042
1403.0,99.8771445794
1404.0,99.7037894576
1405.0,99.6678945332
1406.0,99.8376305767
1407.0,99.8570702767
1408.0,99.4989495215
1409.0,99.5689060992
1410.0,99.5453030432
1411.0,99.3259408535
1412.0,99.2484530634
1413.0,99.4899881206
1414.0,99.2739756756
1415.0,98.9652820622
1416.0,98.5523067386
1417.0,98.7215589908
1418.0,98.4807473074
1419.0,98.277788673
1420.0,98.1954694885
1421.0,98.468522682
1422.0,98.2606141913
1423.0,98.2677120006
1424.0,97.8243345641
1425.0,98.1478458195
1426.0,98.1351444755
1427.0,97.7292603288
1428.0,97.6064287343
1429.0,97.5166861483
1430.0,97.534827356
1431.0,97.0116700665
1432.0,97.1161222672
1433.0,96.7735838796
1434.0,96.6976298038
1435.0,96.6655873204
1436.0,96.5272445683
1437.0,96.303670118
1438.0,96.376055894
1439.0,96.4153056843
1440.0,96.1962015761
1441.0,95.9519796486
1442.0,96.0498927647
1443.0,95.9819395409
1444.0,95.9731120776
1445.0,96.0706429536
1446.0,95.7829695823
1447.0,95.7246914645
1448.0,95.5547119575
1449.0,95.282187964
1450.0,95.4331098229
1451.0,95.3556718591
1452.0,95.160019606
1453.0,95.326918529
1454.0,95.0776360322
1455.0,94.7301860561
1456.0,94.6688499682
1457.0,94.755000401
1458.0,94.7381648483
1459.0,94.3670540014
1460.0,94.5406912295
1461.0,94.2069456822
1462.0,93.9744560063
1463.0,93.6736036982
1464.0,93.0985050839
1465.0,93.6157525307
1466.0,93.3624163674
1467.0,93.4719007145
1468.0,92.9730978653
1469.0,93.1242748008
1470.0,93.2387193574
1471.0,93.0914230536
1472.0,93.0428348384
1473.0,92.5924725391
1474.0,93.0163387555
1475.0,92.7092515669
1476.0,92.716777705
1477.0,92.5065350122
1478.0,92.92567606
1479.0,92.7882528119
1480.0,93.0042179794
1481.0,92.8979948885
1482.0,93.1381485939
1483.0,92.8676562944
1484.0,92.8331865593
1485.0,92.8988039576
1486.0,92.4678053412
1487.0,92.1505753427
1488.0,91.9700694179
1489.0,92.0664248772
1490.0,92.3499835073
1491.0,92.2472907419
1492.0,92.1654926466
1493.0,92.1939941661
1494.0,92.3069389187
1495.0,92.0993179
1496.0,92.2328430309
1497.0,92.023138877
1498.0,91.8789632781
1499.0,91.9999854878
1500.0,91.9423080582
1501.0,91.623319536
1502.0,91.2956188005
1503.0,91.351941191
1504.0,91.3657239509
1505.0,90.9153988182
1506.0,90.983200415
1507.0,90.7881737214
1508.0,91.1284397925
1509.0,91.0489225292
1510.0,91.1130894506
1511.0,90.9471642871
1512.0,90.5919026692
1513.0,90.8178244968
1514.0,90.8067096808
1515.0,90.8462668926
1516.0,90.3565465232
1517.0,89.8453025511
1518.0,89.8095468665
1519.0,89.4115263364
1520.0,89.3838550063
1521.0,89.3951513732
1522.0,88.73422394
1523.0,88.6218870993
1524.0,88.8444974803
1525.0,88.9068478105
1526.0,88.935188742
1527.0,88.8852433417
1528.0,88.6905297137
1529.0,88.7867424519
1530.0,88.4467026478
1531.0,88.4874411474
1532.0,88.3521879356
1533.0,88.6955413996
1534.0,88.2703566514
1535.0,88.1436425328
1536.0,88.2542953707
1537.0,87.8423803164
1538.0,88.0568540418
1539.0,87.8115423418
1540.0,87.8829803068
1541.0,87.8373290039
1542.0,87.6821275089
1543.0,87.4877427068
1544.0,87.2896623334
1545.0,87.2797575985
1546.0,87.1300314044
1547.0,86.7898897326
1548.0,86.7669895415
1549.0,86.7848919203
1550.0,86.6965503765
1551.0,86.5999916182
1552.0,86.3715549736
1553.0,86.6130255997
1554.0,86.4165305526
1555.0,86.3869073352
1556.0,86.4409567923
1557.0,86.7275377113
1558.0,86.5299277853
1559.0,86.3169675548
1560.0,86.174357443
1561.0,86.2073478666
1562.0,86.1657481451
1563.0,86.1527229205
1564.0,85.5989302067
1565.0,85.5372442107
1566.0,85.8392474447
1567.0,85.4926975732
1568.0,85.8269520358
1569.0,85.4419739919
1570.0,85.357527531
1571.0,85.4730548728
1572.0,85.3922795271
1573.0,85.3800574233
1574.0,85.2502524481
1575.0,85.1145031024
1576.0,85.0199076016
1577.0,84.8812990906
1578.0,84.9319866863
1579.0,85.1641618722
1580.0,84.5425932759
1581.0,84.7054170829
1582.0,84.7368985251
1583.0,84.5737613934
1584.0,84.5595491303
1585.0,84.0725434702
1586.0,83.9945319607
1587.0,83.634568787
1588.0,83.8865919572
1589.0,83.9780197986
1590.0,83.8250716619
1591.0,83.5985089371
1592.0,83.703346602
1593.0,83.096970986
1594.0,83.5149476132
1595.0,83.3813329148
1596.0,83.4670261647
1597.0,83.1433356667
1598.0,83.3499567156
1599.0,83.0770388475
1600.0,83.2410525223
1601.0,83.0329494798
1602.0,82.6916035373
1603.0,82.6206647989
1604.0,82.332911295
1605.0,82.4177579257
1606.0,82.7164088595
1607.0,82.9047704319
1608.0,82.4099657325
1609.0,82.7465306361
1610.0,83.068538781
1611.0,83.001765009
1612.0,82.523569896
1613.0,82.4614546955
1614.0,82.6300630748
1615.0,82.6437780902
1616.0,82.6734441228
1617.0,82.3546668043
1618.0,82.6846032205
1619.0,82.6066324727
1620.0,82.2038196831
1621.0,82.3070836137
1622.0,82.3048747672
1623.0,82.0625980285
1624.0,81.7181292288
1625.0,81.4898000739
1626.0,81.6081532009
1627.0,81.7448586283
1628.0,81.6255671862
1629.0,81.3536359731
1630.0,81.1236626269
1631.0,81.1461952347
1632.0,80.8799292015
1633.0,81.0977274107
1634.0,80.8958111333
1635.0,80.65485328
1636.0,80.713114007
1637.0,80.7756191838
1638.0,80.9976793232
1639.0,80.4462227365
1640.0,81.0275888794
1641.0,80.9502477836
1642.0,80.6693193173
1643.0,80.6315435932
1644.0,80.3140204109
1645.0,80.5105841462
1646.0,80.2698658724
1647.0,80.1981921614
1648.0,80.0755879446
1649.0,80.2186464652
1650.0,80.0375561994
1651.0,79.8780087221
1652.0,79.7604400017
1653.0,79.422959069
1654.0,79.1852034805
1655.0,79.1455832005
1656.0,79.1929072025
1657.0,79.0315546215
1658.0,78.7211391448
1659.0,78.6661993589
1660.0,78.4049687872
1661.0,78.2348244183
1662.0,78.4785853626
1663.0,78.3503730688
1664.0,78.4702408175
1665.0,78.3865024084
1666.0,78.2091368209
1667.0,77.9142480629
1668.0,78.195794597
1669.0,78.0143063462
1670.0,77.7888810725
1671.0,77.9045026372
1672.0,77.5344122238
1673.0,77.515632032
1674.0,77.2451589944
1675.0,77.2990128666
1676.0,77.2891216654
1677.0,77.7042150899
1678.0,77.6185493501
1679.0,77.3474682801
1680.0,77.4585681274
1681.0,76.8708212133
1682.0,77.7627202623
1683.0,77.3277648143
1684.0,77.3772851932
1685.0,77.0211726335
1686.0,76.9760363318
1687.0,77.146613978
1688.0,77.0017621925
1689.0,76.839709908
1690.0,76.9991642664
1691.0,76.6700845599
1692.0,76.4040101052
1693.0,75.9356855647
1694.0,76.3387921135
1695.0,76.0050267577
1696.0,76.0785087306
1697.0,76.0473259716
1698.0,75.9929834019
1699.0,75.6135750579
1700.0,75.4618946512
1701.0,75.4815566731
1702.0,75.6188652961
1703.0,75.7126494345
1704.0,75.8481455671
1705.0,75.6744587727
1706.0,75.5011306535
1707.0,75.2113158458
1708.0,75.2237891584
1709.0,75.1331884578
1710.0,75.4480453028
1711.0,75.6038508165
1712.0,75.5876965707
1713.0,75.6801081819
1714.0,75.9369310056
1715.0,75.4317045177
1716.0,75.6873217797
1717.0,75.7240811549
1718.0,75.5340542506
1719.0,75.9758626493
1720.0,75.8902178808
1721.0,76.154637108
1722.0,75.7717347016
1723.0,76.0704111112
1724.0,75.9876418684
1725.0,75.6461426182
1726.0,75.9633288554
1727.0,75.853715457
1728.0,75.7712281896
1729.0,75.5216352013
1730.0,75.4690954731
1731.0,75.410147517
1732.0,75.4124838027
1733.0,75.5550968869
1734.0,75.39802474
1735.0,75.5531273496
1736.0,75.230813616
1737.0,75.3440191965
1738.0,75.4813484938
1739.0,75.348315564
1740.0,75.0
1741.0,75.1213695402
1742.0,75.2683470262
1743.0,75.3879711351
1744.0,75.8804976125
1745.0,75.5772570879
1746.0,75.7335852987
1747.0,75.7472013439
1748.0,75.4015963159
1749.0,75.6576821046
1750.0,75.4677902134
1751.0,75.2116721403
1752.0,75.6115103267
1753.0,75.4233606119
1754.0,75.5620250046
1755.0,75.5043062563
1756.0,75.4845335832
1757.0,75.5171676262
1758.0,75.53282482
1759.0,75.7763976462
1760.0,75.6986952828
1761.0,76.1930541378
1762.0,76.1751390267
1763.0,76.2595021593
1764.0,75.6970952745
1765.0,75.6875537743
1766.0,75.7239643453
1767.0,75.9791872083
1768.0,76.353162766
1769.0,76.2240766037
1770.0,76.2677074646
1771.0,76.5526615455
1772.0,76.5070217418
1773.0,76.558363737
1774.0,76.6506120703
1775.0,76.9249528339
1776.0,76.7894606363
1777.0,77.0723303231
1778.0,76.8734666667
1779.0,76.8644532342
1780.0,77.094661112
1781.0,77.0241173743
1782.0,77.0461289082
1783.0,77.2455604322
1784.0,77.0397216381
1785.0,76.925383078
1786.0,77.13867564
1787.0,76.960257588
1788.0,77.0331305311
1789.0,77.3213648264
1790.0,76.733202114
1791.0,77.1168996603
1792.0,77.3111193976
1793.0,76.8582041503
1794.0,76.9709174976
1795.0,76.4715932136
1796.0,76.6583276112
1797.0,76.3070153297
1798.0,76.1625947383
1799.0,76.1863114215
1800.0,76.3521863303
1801.0,76.5897750067
1802.0,76.377741297
1803.0,76.5308809608
1804.0,76.2271681295
1805.0,76.4320848444
1806.0,76.0550777733
1807.0,75.9499855004
1808.0,76.0448061793
1809.0,76.1595747389
1810.0,75.6111439712
1811.0,75.6645617837
1812.0,76.0672366549
1813.0,76.02656887
1814.0,75.9406528613
1815.0,76.168394448
1816.0,76.1844295227
1817.0,76.5546035325
1818.0,75.9428843721
1819.0,76.2911588122
1820.0,76.3551152552
1821.0,76.6660793973
1822.0,76.8913875525
1823.0,77.1693239213
1824.0,76.9220233222
1825.0,76.8352137317
1826.0,76.8280722184
1827.0,76.817473191
1828.0,76.9588849597
1829.0,77.0575999589
1830.0,76.8000689877
1831.0,77.0910169153
1832.0,76.9899891961
1833.0,77.0634268973
1834.0,76.9832026131
1835.0,76.9601627343
1836.0,77.2521634662
1837.0,77.2791316386
1838.0,77.3035688008
1839.0,77.4093262304
1840.0,77.3750472145
1841.0,77.2969293118
1842.0,77.5089884469
1843.0,77.3060912301
1844.0,77.7523549673
1845.0,77.8336016186
1846.0,77.684266686
1847.0,77.515958062
1848.0,77.4772944079
1849.0,77.5616772752
1850.0,77.8385737542
1851.0,77.8890371216
1852.0,77.8986230579
1853.0,77.7956875017
1854.0,77.9785777248
1855.0,78.2137024331
1856.0,78.3881371637
1857.0,78.5370236861
1858.0,78.5136269169
1859.0,78.3717952216
1860.0,78.8037404743
1861.0,78.5553859494
1862.0,78.9229019206
1863.0,78.7086189912
1864.0,79.3059675317
1865.0,79.0533737945
1866.0,78.89106194
1867.0,78.9027302333
1868.0,79.1492824739
1869.0,79.1518477481
1870.0,78.9891641302
1871.0,79.1429201699
1872.0,79.5498434417
1873.0,79.5884515409
1874.0,79.4517335505
1875.0,79.7263544662
1876.0,80.0985016042
1877.0,80.2970849551
1878.0,80.2172511125
1879.0,81.116349061
1880.0,81.0866795567
1881.0,80.7714934683
1882.0,81.0453128054
1883.0,80.6959675111
1884.0,81.0755477438
1885.0,80.804506048
1886.0,80.7047739817
1887.0,80.8661392596
1888.0,80.4593263352
1889.0,80.4820090308
1890.0,80.8796409916
1891.0,81.077177027
1892.0,81.2568509105
1893.0,81.5224587195
1894.0,80.883129215
1895.0,81.0469512546
1896.0,81.3377922667
1897.0,81.4939066299
1898.0,81.4151191997
1899.0,81.8634801634
1900.0,82.0890420627
1901.0,82.5320190171
1902.0,82.7903801975
1903.0,82.7497277321
1904.0,82.9900931392
1905.0,83.0927000938
1906.0,83.5400405733
1907.0,83.8572548694
1908.0,83.5465163453
1909.0,83.9581426387
1910.0,84.2937571073
1911.0,84.0563464368
1912.0,84.2052231615
1913.0,84.7563572023
1914.0,84.3625742075
1915.0,84.7064006479
1916.0,84.7700047151
1917.0,85.0362395936
1918.0,85.1012806253
1919.0,84.9350976931
1920.0,84.7259148981
1921.0,85.0743497862
1922.0,85.000161604
1923.0,84.9720447029
1924.0,85.1000248902
1925.0,84.9659756399
1926.0,85.2929654764
1927.0,85.415385845
1928.0,85.7678909767
1929.0,85.5021392717
1930.0,85.955448408
1931.0,86.0409290822
1932.0,86.2856260837
1933.0,86.5284796919
1934.0,86.7303814287
1935.0,87.0045924732
1936.0,87.3605059116
1937.0,87.0951770509
1938.0,87.0716964012
1939.0,87.3996502914
1940.0,87.3821721671
1941.0,87.2259363644
1942.0,87.308275765
1943.0,87.8859064683
1944.0,87.5950288573
1945.0,88.0819074956
1946.0,88.082680299
1947.0,88.1541537786
1948.0,88.0746546322
1949.0,87.7358828691
1950.0,88.0217685429
1951.0,88.3009547247
1952.0,88.695344853
1953.0,88.6965700214
1954.0,88.2088195275
1955.0,88.5297327111
1956.0,88.5110819542
1957.0,88.4286849283
1958.0,88.7450001027
1959.0,88.7030451532
1960.0,88.7268423692
1961.0,88.9030314666
1962.0,89.0763922295
1963.0,89.2220214648
1964.0,89.4233420467
1965.0,89.5022327364
1966.0,89.7500496513
1967.0,89.892990865
1968.0,89.7477188049
1969.0,89.7767906003
1970.0,89.9335913919
1971.0,89.950919089
1972.0,89.9687021381
1973.0,90.2195688475
1974.0,90.5639272183
1975.0,90.6617369368
1976.0,90.5292080588
1977.0,90.6237476924
1978.0,90.6378448666
1979.0,90.6916282316
1980.0,90.6060484675
1981.0,90.6214638407
1982.0,91.0328115724
1983.0,90.8422945554
1984.0,91.2354146719
1985.0,91.5752235648
1986.0,91.5501478574
1987.0,91.8679576473
1988.0,92.1861387961
1989.0,92.4743850148
1990.0,92.6448384524
1991.0,92.5717890955
1992.0,92.6494251018
1993.0,92.6841776703
1994.0,92.8455582344
1995.0,93.4165551485
1996.0,92.9258265513
1997.0,92.8650143188
1998.0,93.2863916932
1999.0,92.8992486379
