Parameter	HbT_mu	HbT_mu_star	HbT_sigma	HbT_mu_star_conf	CCO_mu	CCO_mu_star	CCO_sigma	CCO_mu_star_conf	TOI_mu	TOI_mu_star	TOI_sigma	TOI_mu_star_conf	TOTAL_mu	TOTAL_mu_star	TOTAL_sigma	TOTAL_mu_star_conf	HbD_mu	HbD_mu_star	HbD_sigma	HbD_mu_star_conf
T_mn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
t_o	0.005410248630173293	0.00835725174829668	0.037596708341310923	0.007635740420649916	0.004571575878440082	0.006376595610308252	0.031670174449881	0.0060934232312605694	0.00818893235757981	0.013437042462049744	0.05266544903874389	0.010083141608158075	-0.24128704305756543	0.29439887016289923	2.650810219291924	0.4971535068886382	-0.2594577999237586	0.2766286201969523	2.6528359775195773	0.5215526647536226
t_p	0.017952845789588626	0.02402074505872859	0.14976480696460584	0.030815615367232374	0.0024404651124062164	0.0041369280609414	0.01893782844902501	0.0038284405579715524	-0.1232486711320083	0.18301518369423436	1.457913454816011	0.2795442752351506	-0.09064882107869526	0.1915486642587325	1.3548602076282579	0.27350540987235317	0.012206539151317974	0.017437105599684387	0.142649210177054	0.02798156305517408
t_u	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
u_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
v_cn	-0.08957784371023747	0.8421509248170131	2.365718210506333	0.42116989751871947	-0.49091962662547717	0.8511503003285177	3.861315501257368	0.7785820771801492	-37.141685386281786	37.52617014402276	363.96937598982646	68.86855030040044	-274.4016877042532	276.2864955784193	2366.2316503100105	489.40438779991706	-236.67950484763597	237.32243891245912	2341.860384299179	435.8105485850053
v_on	-0.08460661978441086	1.5084083835990176	7.742453395675138	1.4734675043665881	-0.07184905927480627	0.33762798022735596	0.8849391593381681	0.16488096741415206	-0.7933096741493043	1.1263887196232083	4.487156853210594	0.875344297402461	-0.7669843789860056	3.5501732546874223	11.240552822539822	1.9741533393989157	0.1827809742225154	0.9761830880467375	3.933200069156401	0.7581334138511587
v_pn	-0.38195244868914213	1.066892502793854	3.4441218520727714	0.6379503398346837	-0.16130478976914245	0.7398703269209196	1.74159978686138	0.3065154569613364	0.14678628839263128	1.005533728300898	3.4755781706191025	0.6396854084987494	108.15298107113333	112.21155679801086	1085.9734944771928	219.15323435031272	108.54945202119902	109.83825054238423	1085.2438424780298	205.46919590061515
v_un	0.19188099766448108	0.35527794386627504	1.220491076199126	0.227627683055742	0.12990041431331373	0.3114945549408721	0.9330750105644329	0.1787184630313967	0.38191724337026545	0.5153045412805323	3.3457351435955367	0.642721428073089	67.23904514405777	67.91091580240241	664.5346075012792	123.25765756370481	66.5353464887097	66.79955987667395	664.5840401160824	123.10073191731863
Vol_mit	0.006322095492202517	0.19338079167651323	0.6829969213072093	0.12688338997746137	0.21082485326954992	0.6168193135594338	2.1559626103808283	0.3972468393265676	-0.2703752279073635	0.8534558612279517	3.7112937665429673	0.7125468998035099	-0.18566629688728947	3.0001114392932284	13.533458990503538	2.507897233200932	-0.13243801774167877	2.1322097719154423	12.066553269091159	2.392372266417956
XOa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XOa_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XOv_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xtot	0.20969041405675679	0.8894184034390547	2.248314149868817	0.38981079421220916	-1.103092314764609	1.720102266126055	5.293171448480351	1.022103426363864	-141.89267623678924	142.6133310037601	1416.8013278211283	272.3236130613985	-144.0205727763789	147.80365801006354	1415.3369556501304	277.8228524596222	-1.2344946388817626	3.485393537776778	7.9731439577200085	1.4600841922584065
Xtot_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCO	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HbT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HbD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TOI	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
